act,section_id,text_content
IPC_1860,69,"[s 69] Termination of imprisonment on payment of proportional part of ﬁne. If, before the expiration of the term of imprisonment ﬁxed in default of payment, such a proportion of the ﬁne be paid or levied that the term of imprisonment suffered in default of payment is not less than proportional to the part of the ﬁne still unpaid, the imprisonment shall terminate. ILLUSTRATION A is sentenced to a ﬁne of one hundred rupees and to four months' imprisonment in default of payment. Here, if seventy-ﬁve rupees of the ﬁne be paid or levied before the expiration of one month of the imprisonment, A will be discharged as soon as the ﬁrst month has expired. If seventy-ﬁve rupees be paid or levied at the time of the expiration of the ﬁrst month, or at any later time while A continues in imprisonment, A will be immediately discharged. If ﬁfty rupees of the ﬁne be paid or levied before the expiration of two months of the imprisonment, A will be discharged as soon as the two months are completed. If ﬁfty rupees be paid or levied at the time of the expiration of those two months, or at any later time while A continues in imprisonment, A will be immediately discharged. 216.  Prahalad Singh v State o"
IPC_1860,70,"[s 70] Fine leviable within six years, or during imprisonment. Death not to discharge property from liability. The ﬁne, or any part thereof which remains unpaid, may be levied at any time within six years after the passing of the sentence, and if, under the sentence, the offender be liable to imprisonment for a longer period than six years, then at any time previous to the expiration of that period; and the death of the offender does not discharge from the liability any property which would, after his death, be legally liable for his debts. 218.  Ganu Sakharam, (1884) Unrep. Cr C 207. 219.  Collector of Broach v Ochhavlal Bhikalal, (1940) 43 Bom LR 122 , (1941) Bom 147. State v Krishna Pillai Madhavan Pillai, 1953 Cr LJ 1265 COMMENT— Imprisonment in default of ﬁne does not liberate the offender from his liability to pay the full amount of ﬁne imposed on him. Such imprisonment is not a discharge or satisfaction of the ﬁne but is imposed as a punishment for non-payment or contempt or resistance to the due execution of the sentence. The offender cannot be permitted to choose whether he will suffer in his person or his property. His person will cease to be answerable for the ﬁne. Never"
IPC_1860,71,"[s 71] Limit of punishment of offence made up of several offences. Where anything which is an offence is made up of parts, any of which parts is itself an offence, the offender shall not be punished with the punishment of more than one of such his offences, unless it be so expressly provided. 225. [Where anything is an offence falling within two or more separate deﬁnitions of any law in force for the time being by which offences are deﬁned or punished, or where several acts, of which one or more than one would by itself or themselves constitute an offence, constitute, when combined, a different offence, the offender shall not be punished with a more severe punishment than the Court which tries him could award for any one of such offences.] ILLUSTRATIONS (a) A gives Z ﬁfty strokes with a stick. Here A may have committed the offence of voluntarily causing hurt to Z by the whole beating, and also by each of the blows which make up the whole beating. If A were liable to punishment for every blow, he might be imprisoned for ﬁfty years, one for each blow. But he is liable only to one punishment for the whole beating. (b) But if, while A is beating Z, Y interferes, and A intentionally str"
IPC_1860,72,"[s 72] Punishment of person guilty of one of several offences, the judgment stating that it is doubtful of which. In all cases in which judgment is given that a person is guilty of one of several offences speciﬁed in the judgment, but that it is doubtful of which of these offences, he is guilty, the offender shall be punished for the offence for which the lowest punishment is provided if the same punishment is not provided for all. 243.  Sahel Singh, 3 Cr LJ 364; see also Nesti Mondal, AIR 1940 Pat 289 . COMMENT— This provision is intended to prevent an offender whose guilt is fully established from eluding punishment on the ground that the evidence does not enable the tribunal to pronounce with certainty under what penal provision his case falls. The section applies to cases in which the law applicable to a certain set of facts is doubtful. The doubt must be as to which of the offences the accused has committed, not whether he has committed any. Moreover, this rule would apply even if one of the alternatives were an offence of murder.243. THE INDIAN PENAL CODE CHAPTER III OF PUNISHMENTS"
IPC_1860,73,"[s 73] Solitary conﬁnement. Whenever any person is convicted of an offence for which under this Code the Court has power to sentence him to rigorous imprisonment, the Court may, by its sentence, order that the offender shall be kept in solitary conﬁnement for any portion or portions of the imprisonment to which he is sentenced, not exceeding three months in the whole, according to the following scale, that is to say— a time not exceeding one month if the term of imprisonment shall not exceed six months; a time not exceeding two months if the term of imprisonment shall exceed six months and 244.[shall not exceed one] year; a time not exceeding three months if the term of imprisonment shall exceed one year. COMMENT— Solitary conﬁnement amounts to keeping the prisoner thoroughly isolated from any kind of contact with the outside world. It is inﬂicted in order that a feeling of loneliness may produce wholesome inﬂuence and reform the criminal. This section gives the scale according to which solitary conﬁnement may be inﬂicted. Where the petitioner, an undertrial prisoner, who was arrested in connection with the assassination of a former Prime Minister was put in a separate cell only as"
IPC_1860,74,"[s 74] Limit of solitary conﬁnement. In executing a sentence of solitary conﬁnement, such conﬁnement shall in no case exceed fourteen days at a time, with intervals between the periods of solitary conﬁnement of not less duration than such periods; and when the imprisonment awarded shall exceed three months, the solitary conﬁnement shall not exceed seven days in any one month of the whole imprisonment awarded, with intervals between the periods of solitary conﬁnement of not less duration than such periods. 251.  Nyan Suk Mether, (1869) 3 Beng LR 49. COMMENT— Solitary conﬁnement if continued for a long time is sure to produce mental derangement. The section limits the solitary conﬁnement, when the substantive sentence exceeds three months, to seven days in any one month. Solitary conﬁnement must be imposed at intervals. A sentence inﬂicting solitary conﬁnement for the whole imprisonment is illegal, though not more than 14 days is awarded.251. THE INDIAN PENAL CODE CHAPTER III OF PUNISHMENTS 252.["
IPC_1860,75,"[s 75] Enhanced punishment for certain offences under Chapter XII or Chapter XVII after previous conviction. Whoever, having been convicted, 1 — (a) by a Court in 253.[India], of an offence punishable under Chapter XII or Chapter XVII of this Code with imprisonment of either description for a term of three years or upwards, 254.[***] 255. [***] shall be guilty of any offence punishable under either of those Chapters with like imprisonment for the like term, shall be subject for every such subsequent offence to 256.[imprisonment for life], or to imprisonment of either description for a term which may extend to ten years.] COMMENT— Principle.—This section does not constitute a separate offence but only imposes a liability to enhanced punishment. What section 75 IPC, 1860 contemplates is that where a person who has been, previously convicted of an offence punishable under Chapter XII (which deals with offences relating to coin and Government stamps) or Chapter XVII. (which relates to offences against property) with imprisonment of either description for a term of three years or up-wards, is once again found guilty of a similar offence, he shall be liable to enhanced punishment which m"
IPC_1860,76,"[s 76] Act done by a person bound, or by mistake of fact believing himself bound, by law. Nothing is an offence which is done by a person who is, or who by reason of a mistake of fact 1 and not by reason of a mistake of law 2 in good faith believes himself to be, bound by law 3 to do it. ILLUSTRATIONS (a) A, a soldier, ﬁres on a mob by the order of his superior oﬃcer, in conformity with the commands of the law. A has committed no offence. (b) A, an oﬃcer of a Court of Justice, being ordered by that Court to arrest Y, and, after due enquiry, believing Z to be Y, arrests Z. A has committed no offence. COMMENT.— Sections 76 and 79 are based on the maxim ignorantia facti doth excusat and ignorantia juris non excusat. Section 76 excuses a person who has done what by law is an offence, under a misconception of facts, leading him to believe in good faith that he was commanded by law to do it. See Comment on section 79, infra. This section and sections 77, 78 and 79 deal with acts of a person bound or justiﬁed by law. This section as well as sections 78 and 79 deal with acts of a person under a mistake. 1. 'Mistake of fact'.—See Comment under section 79, infra. 2. 'Mistake of law'.—See Com"
IPC_1860,77,"[s 77] Act of Judge when acting judicially. Nothing is an offence which is done by a Judge when acting judicially in the exercise of any power which is, or which in good faith he believes to be, given to him by law. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, (1923) 45 All 329 ; Babulal, 1960 Cr LJ 437 (All). 4.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 5.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 11.  Rachapudi Subba Rao v Advocate General, (1981) 2 SCC 577 [LNIND 1980 SC 481] : AIR 1981 SC 755 [LNIND 1980 SC 481] . 12.  Surendera Kumar Bhatia v Kanhaiya Lal, (2009) 12 SCC 184 [LNIND 2009 SC 209] : AIR 2009 SC 1961 [LNIND 2009 SC 209] . 13.  E S Sanjeeva Rao v CBI, Mumbai, 2012 Cr LJ 4053 (Bom). COMMENT.— Under this section a Judge is exempted not only in those cases in which he proceeds irregularly in the exercise of a power which the law gives him, but also in cases where he, in good faith, exceeds his jurisdiction and has no lawful powers. It protects judges from crimina"
IPC_1860,78,"[s 78] Act done pursuant to the judgment or order of Court. Nothing which is done in pursuance of, or which is warranted by the judgment or order of, a Court of Justice; if done whilst such judgment or order remains in force, is an offence, notwithstanding the Court may have had no jurisdiction to pass such judgment or order, provided the person doing the act in good faith believes that the Court had such jurisdiction. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, (1923) 45 All 329 ; Babulal, 1960 Cr LJ 437 (All). 4.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 5.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). COMMENT.— This section is merely a corollary to section 77. It affords protection to oﬃcers acting under the authority of a judgment, or order of a Court of Justice. It differs from section 77 on the question of jurisdiction. Here, the oﬃcer is protected in carrying out an order of a Court which may have no jurisdiction at all, if he believed that the Court had jurisdiction; whe"
IPC_1860,79,"[s 79] Act done by a person justiﬁed or by mistake of fact believing himself justiﬁed, by law. Nothing is an offence which is done by any person who is justiﬁed by law1, or who by reason of a mistake of fact2 and not by reason of a mistake of law3 in good faith, believes himself to be justiﬁed by law, in doing it. ILLUSTRATION A sees Z commit what appears to A to be a murder. A, in the exercise, to the best of his judgment exerted in good faith, of the power which the law gives to all persons of apprehending murderers in the fact, seizes Z, in order to bring Z before the proper authorities. A has committed no offence, though it may turn out that Z was acting in self-defence. COMMENT.— Distinction between Sections 76 and 79.—The distinction between section 76 and this section is that in the former a person is assumed to be bound, and in the latter to be justiﬁed, by law; in other words, the distinction is between a real or supposed legal obligation and a real or supposed legal justiﬁcation, in doing the particular act. Under both (these sections) there must be a bona ﬁde intention to advance the law, manifested by the circumstances attending the act which is the subject of charge; a"
IPC_1860,80,"[s 80] Accident in doing a lawful act. Nothing is an offence which is done by accident 1 or misfortune, and without any criminal intention or knowledge in the doing of a lawful act in a lawful manner by lawful means and with proper care and caution. ILLUSTRATION A is at work with a hatchet; the head ﬂies off and kills a man who is standing by. Here, if there was no want of proper caution on the part of A, his act is excusable and not an offence. COMMENT.— This section exempts the doer of an innocent or lawful act in an innocent or lawful manner and without any criminal intention or knowledge from any unforeseen evil result that may ensue from accident or misfortune.48. To claim the beneﬁt of this provision it has to be shown: (1) that the act in question was without any criminal intention or knowledge; (2) that the act was being done in a lawful manner by lawful means; and (3) that act was being done with proper care and caution.49. 1. 'Accident'.—An effect is said to be accidental when the act by which it is caused is not done with the intention of causing it, and when its occurrence as a consequence of such act is not so probable that a person of ordinary prudence ought, under th"
IPC_1860,81,"[s 81] Act likely to cause harm, but done without criminal intent, and to prevent other harm. Nothing is an offence merely by reason of its being done with the knowledge that it is likely to cause harm, if it be done without any criminal intention1 to cause harm, and in good faith for the purpose of preventing or avoiding other harm to person or property. Explanation.—It is a question of fact in such a case whether the harm to be prevented or avoided was of such a nature and so imminent as to justify or excuse the risk of doing the act with the knowledge that it was likely to cause harm. ILLUSTRATIONS (a) A, the captain of a steam vessel, suddenly and without any fault or negligence on his part, ﬁnds himself in such a position that, before he can stop his vessel, he must inevitably run down a boat B, with twenty or thirty passengers on board, unless he changes the course of his vessel, and that, by changing his course, he must incur risk of running down a boat C with only two passengers on board, which he may possibly clear. Here, if A alters his course without any intention to run down the boat C and in good faith for the purpose of avoiding the danger to the passengers in the boa"
IPC_1860,82,"[s 82] Act of a child under seven years of age. Nothing is an offence which is done by a child under seven years of age. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, (1923) 45 All 329 ; Babulal, 1960 Cr LJ 437 (All). 4.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 5.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 78.  Lukhini Agradanini, (1874) 22 WR (Cr) 27, 28. 79.  Hiralal, 1977 Cr LJ 1921 : AIR 1977 SC 2236 [LNIND 1977 SC 254] . 80.  Makhulshah v State, (1886) 1 Weir 470. COMMENT.— Under the age of seven years no infant can be guilty of a crime; for, under that age an infant is, by presumption of law, doli incapax, and cannot be endowed with any discretion. If the accused were a child under seven years of age, the proof of that fact would be ipso facto an answer to the prosecution.78. It is, therefore, desirable to bring some evidence regarding the age of the accused on the record.79. The accused purchased for one anna, from a child aged six years, two pieces of cloth valued at 1"
IPC_1860,83,"[s 83] Act of a child above seven years of age and under twelve of immature understanding. Nothing is an offence which is done by a child above seven years of age and under twelve, who has not attained suﬃcient maturity of understanding to judge of the nature and consequences of his conduct on that occasion. COMMENT.— Where the accused is a child above seven years of age and under twelve, the incapacity to commit an offence only arises when the child has not attained suﬃcient maturity of understanding to judge of the nature and consequences of his conduct, and such non- attainment would have apparently to be specially pleaded and proved, like the incapacity of a person who, at the time of doing an act charged as an offence, was alleged to have been of unsound mind under this section it has got to be shown that the accused is not only under 12 but has not attained suﬃcient maturity of understanding. If no evidence or circumstance is brought to the notice of the Court, it will be presumed that the child accused intended to do what he really did. Thus, where a child of 12 or so used a sharp sword in killing a person along with his two brothers and no evidence either of age or immaturi"
IPC_1860,84,"[s 84] Act of a person of unsound mind. Nothing is an offence which is done by a person who, at the time of doing it, 1 by reason of unsoundness of mind, 2 is incapable of knowing the nature of the act, or that he is doing what is either wrong or contrary to law. 3 COMMENT.— To commit a criminal offence, mens rea is generally taken to be an essential element of crime. It is said furiosus nulla voluntus est. In other words, a person who is suffering from a mental disorder cannot be said to have committed a crime as he does not know what he is doing. For committing a crime, the intention and act both are taken to be the constituents of the crime; actus non facit reum nisi mens sit rea. Every normal and sane human being is expected to possess some degree of reason to be responsible for his/her conduct and acts unless contrary is proved. But a person of unsound mind or a person suffering from mental disorder cannot be said to possess this basic norm of human behaviour.90. [s 84.1] McNaughten Rule and the origin of Section 84 of IPC, 1860.— Section 84 clearly gives statutory recognition to the defence of insanity as developed by the Common Law of England in a decision of the House of Lo"
IPC_1860,85,"[s 85] Act of a person incapable of judgment by reason of intoxication caused against his will. Nothing is an offence which is done by a person who, at the time of doing it, is, by reason of intoxication, incapable of knowing the nature of the act, or that he is doing what is either wrong, or contrary to law; provided that the thing which intoxicated him was administered to him without his knowledge or against his will. COMMENT.— Under this section a person will be exonerated from liability for doing an act while in a state of intoxication if he at the time of doing it, by reason of intoxication, was (1) incapable of knowing the nature of the act, or (2) that he was doing what was either wrong or contrary to law; Provided that the thing which intoxicated him was administered to him without his knowledge or against his will.185. Voluntary drunkenness is no excuse for the commission of a crime.186. A person cannot become himself drunk with liquor and commit an offence and then come and say that he had consumed the liquor and, therefore, the beneﬁt of section 85 should be given to him.187. The law pronounces that the obscuration and divestment of that judgment and human feeling which "
IPC_1860,86,"[s 86] Offence requiring a particular intent or knowledge committed by one who is intoxicated. In cases where an act done is not an offence unless done with a particular knowledge or intent, a person who does the act in a state of intoxication shall be liable to be dealt with as if he had the same knowledge as he would have had if he had not been intoxicated, unless the thing which intoxicated him was administered to him without his knowledge or against his will. COMMENT.— Offence requiring particular intent or knowledge.—By reading the above section, it is clear that in the ﬁrst part of the section the words 'intention or knowledge' are mentioned, but in the latter part of the section the word 'knowledge' is only mentioned and the word 'intention' is omitted. In case of voluntary drunkenness, knowledge is to be presumed in the same manner as if there was no drunkenness. If really the Parliament wanted the word 'intention' also to be presumed even in the case of an act done in a drunken state of mind, the said word could have been mentioned in the Second part also, but the same is omitted. Therefore, whether the accused was having intention or not while committing an act cannot be "
IPC_1860,87,"[s 87] Act not intended and not known to be likely to cause death or grievous hurt, done by consent. Nothing which is not intended to cause death, or grievous hurt, and which is not known by the doer to be likely to cause death or grievous hurt, is an offence by reason of any harm which it may cause, or be intended by the doer to cause, to any person, above eighteen years of age, who has given consent, whether express or implied, to suffer that harm; or by reason of any harm which it may be known by the doer to be likely to cause to any such person who has consented to take the risk of that harm. ILLUSTRATION A and Z agrees to fence with each other for amusement. This agreement implies the consent of each to suffer any harm which, in the course of such fencing, may be caused without foul play; and if A, while playing fairly, hurts Z, A commits no offence. COMMENT.— Consent.—This section protects a person who causes injury to another person above 18 years of age who has given his consent by doing an act not intended and not known to be likely to cause death or grievous hurt. It appears to proceed upon the maxim volenti non ﬁt injuria. He who consents suffers no injury. This rule is "
IPC_1860,88,"[s 88] Act not intended to cause death, done by consent in good faith for person's beneﬁt. Nothing which is not intended to cause death, is an offence by reason of any harm which it may cause, or be intended by the doer to cause, or be known by the doer to be likely to cause, to any person for whose beneﬁt it is done in good faith, and who has given a consent, whether express or implied, to suffer that harm, or to take the risk of that harm. ILLUSTRATION A, a surgeon, knowing that a particular operation is likely to cause the death of Z, who suffers under a painful complaint, but not intending to cause Z's death and intending in good faith, Z's beneﬁt performs that operation on Z, with Z's consent. A has committed no offence. COMMENT.— The preceding section allows any harm to be inﬂicted short of death or grievous hurt. This section sanctions the inﬂiction of any harm if it is for the beneﬁt of the person to whom it is caused. No consent can justify an intentional causing of death. But a person for whose beneﬁt a thing is done may consent that another shall do that thing, even if death may probably ensue. If a person gives his free and intelligent consent to take the risk of an ope"
IPC_1860,89,"[s 89] Act done in good faith for beneﬁt of child or insane person, by or by consent of guardian. Nothing which is done in good faith for the beneﬁt of a person under twelve years of age, or of unsound mind, by or by consent, either express or implied, of the guardian or other person having lawful charge of that person, is an offence by reason of any harm which it may cause, or be intended by the doer to cause or be known by the doer to be likely to cause to that person: Provided— Provisos. First.—That this exception shall not extend to the intentional causing of death, or to the attempting to cause death; Secondly.—That this exception shall not extend to the doing of anything which the person doing it knows to be likely to cause death, for any purpose other than the preventing of death or grievous hurt, or the curing of any grievous disease or inﬁrmity; Thirdly.—That this exception shall not extend to the voluntary causing of grievous hurt, or to the attempting to cause grievous hurt, unless it be for the purpose of preventing death or grievous hurt, or the curing of any grievous disease or inﬁrmity; Fourthly.—That this exception shall not extend to the abetment of any offence, to"
IPC_1860,90,"[s 90] Consent known to be given under fear or misconception. A consent is not such a consent as is intended by any section of this Code, if the consent is given by a person under fear of injury, or under a misconception of fact, 1 and if the person doing the act knows, or has reason to believe, that the consent was given in consequence of such fear or misconception; or Consent of insane person. if the consent is given by a person who, from unsoundness of mind, or intoxication, is unable to understand the nature and consequence of that to which he gives his consent; or Consent of child. unless the contrary appears from the context, if the consent is given by a person who is under twelve years of age. COMMENT.— This section does not deﬁne 'consent' but describes what not consent is. This section says that consent is not a true consent if it is given— (1) by a person under fear of injury; and the person obtaining the consent knows or has reason to believe this. (2) by a person under a misconception of fact; (3) by a person of unsound mind; and who is unable to understand the nature (4) by a person who is intoxicated; and consequence of that to which he gives his consent. (5) by a per"
IPC_1860,91,"[s 91] Exclusion of acts which are offences independently of harm caused. The exceptions in sections 87, 88 and 89 do not extend to acts which are offences independently of any harm which they may cause, or be intended to cause, or be known to be likely to cause, to the person giving the consent, or on whose behalf the consent is given. ILLUSTRATION Causing miscarriage (unless caused in good faith for the purpose of saving the life of the woman) is an offence independently of any harm which it may cause or be intended to cause to the woman. Therefore, it is not an offence ""by reason of such harm""; and the consent of the woman or of her guardian to the causing of such miscarriage does not justify the act. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, (1923) 45 All 329 ; Babulal, 1960 Cr LJ 437 (All). 4.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 5.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). COMMENT.— The section serves as a corollary to sections 87, 88 and 89. It says in explicit"
IPC_1860,92,"[s 92] Act done in good faith for beneﬁt of a person without consent. Nothing is an offence by reason of any harm which it may cause to a person for whose beneﬁt it is done in good faith, even without that person's consent, if the circumstances are such that it is impossible for that person to signify consent, or if that person is incapable of giving consent, and has no guardian or other person in lawful charge of him from whom it is possible to obtain consent in time for the thing to be done with beneﬁt: Provided— Provisos. First.—That this exception shall not extend to the intentional causing of death, or the attempting to cause death; Secondly.—That this exception shall not extend to the doing of anything which the person doing it knows to be likely to cause death, for any purpose other than the preventing of death or grievous hurt, or the curing of any grievous disease or inﬁrmity; Thirdly.—That this exception shall not extend to the voluntary causing of hurt, or to the attempting to cause hurt, for any purpose other than the preventing of death or hurt; Fourthly.—That this exception shall not extend to the abetment of any offence, to the committing of which offence it would no"
IPC_1860,93,"[s 93] Communication made in good faith. No communication made in good faith is an offence by reason of any harm1 to the person to whom it is made, if it is made for the beneﬁt of that person. ILLUSTRATION A, a surgeon, in good faith, communicates to a patient his opinion that he cannot live. The patient dies in consequence of the shock. A has committed no offence, though he knew it to be likely that the communication might cause the patient's death. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, (1923) 45 All 329 ; Babulal, 1960 Cr LJ 437 (All). 4.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 5.  A K Chaudhary v State of Gujarat, 2006 Cr LJ 726 (Guj). 245.  Veeda Menezes v Yusuf Khan, 1966 Cr LJ 1489 : AIR 1966 SC 1773 [LNIND 1966 SC 107] : 68 Bom LR 629. COMMENT.— This section protects the innocent without unduly cloaking the guilty. The communication under this section must be (1) made in good faith; and (2) for the beneﬁt of the person to whom it is made. The illustration to this section doe"
IPC_1860,94,"[s 94] Act to which a person is compelled by threats. Except murder, and offences against the State punishable with death, nothing is an offence which is done by a person who is compelled to do it by threats, which, at the time of doing it, reasonably cause the apprehension that instant death to that person will otherwise be the consequence : Provided the person doing the act did not of his own accord, or from a reasonable apprehension of harm to himself short of instant death, place himself in the situation by which he became subject to such constraint. Explanation 1.—A person who, of his own accord, or by reason of a threat of being beaten, joins a gang of dacoits, knowing their character, is not entitled to the beneﬁt of this exception, on the ground of his having been compelled by his associates to do anything that is an offence by law. Explanation 2.—A person seized by a gang of dacoits, and forced, by threat of instant death, to do a thing which is an offence by law; for example, a smith compelled to take his tools and to force the door of a house for the dacoits to enter and plunder it, is entitled to the beneﬁt of this exception. COMMENT.— By this section a person is excuse"
IPC_1860,95,"[s 95] Act causing slight harm. Nothing is an offence by reason that it causes, or that it is intended to cause, or that it is known to be likely to cause, any harm, if that harm is so slight that no person of ordinary sense and temper would complain of such harm. COMMENT.— slight harm or triﬂes.—The maxim de minimis non curat lex (the law takes no account of triﬂes) is the foundation of this section. The authors of the Code observe: Clause 73 [this section] is intended to provide for those cases which, though, from the imperfections of language, fall within the letter of the penal law, are yet not within its spirit, and are all over the world considered by the public, and for the most part dealt with by the tribunals, as innocent. As our deﬁnitions are framed, it is theft to dip a pen in another man's ink, mischief to crumble one of his wafers, an assault to cover him with a cloud of dust by riding past him, hurt to incommode him by pressing against him in getting into a carriage. There are innumerable acts without performing which men cannot live together in society, acts which all men constantly do and suffer in turn, and which it is desirable that they should do and suffer in t"
IPC_1860,96,"[s 96] Things done in private defence. Nothing is an offence which is done in the exercise of the right of private defence. COMMENT.— In a civilised society the defence of person and property of every member thereof is the responsibility of the State. Consequently, there is a duty cast on every person faced with apprehension of imminent danger of his person or property to seek the aid of the machinery provided by the State but if immediately such aid is not available, he has the right of private defence. Right to private defence is a very valuable right and it has been recognized in all civilized and democratic societies within certain reasonable limits. Sections 96–106 of IPC, 1860 codify the entire law relating to right of private defence of person and property including the extent of and the limitation to exercise of such right. When enacting sections 96 to 106 of the IPC, 1860, excepting from its penal provisions, certain classes of acts, done in good faith for the purpose of repelling unlawful aggressions, the Legislature clearly intended to arouse and encourage the manly spirit of self-defence amongst the citizens, when faced with grave danger.269. [s 96.1] Principle.— The ba"
IPC_1860,97,"[s 97] Right of private defence of the body and of property. Every person has a right, subject to the restrictions contained in section 99, to defend — First.—His own body, and the body of any other person, against any offence affecting the human body; Secondly.—The property, whether movable or immovable, of himself or of any other person, against any act which is an offence falling under the deﬁnition of theft, robbery, mischief or criminal trespass, or which is an attempt to commit theft, robbery, mischief or criminal trespass. COMMENT.— This section broadly speciﬁes the offences against which the right of private defence can be exercised. Section 99 provides the limitations. These two sections combined together lay down the principles of the right of private defence. The ﬁrst clause of this section provides for the defence of body against any offence affecting the human body. The second provides for the defence of property against an act which amounts to the commission of certain offences. There is no obligation upon a person entitled to exercise the right of private defence and to defend his person or property, to retire merely because his assailant threatens him with violence."
IPC_1860,98,"[s 98] Right of private defence against the act of a person of unsound mind, etc. When an act, which would otherwise be a certain offence, is not that offence, by reason of the youth, the want of maturity of understanding, the unsoundness of mind or the intoxication of the person doing that act, or by reason of any misconception on the part of that person, every person has the same right of private defence against that act which he would have if the act were that offence. ILLUSTRATIONS (a) Z, under the inﬂuence of madness, attempts to kill A; Z is guilty of no offence. But A has the same right of private defence which he would have if Z were sane. (b) A enters by night a house which he is legally entitled to enter Z, in good faith, taking A for a house-breaker, attacks A. Here Z, by attacking A under this misconception, commits no offence. But A has the same right of private defence against Z, which he would have if Z were not acting under that misconception. 1.  Shankar Narayan Bhadolkar v State of Maharashtra, AIR 2004 SC 1966 [LNIND 2004 SC 1370] : 2004 Cr LJ 1778 : (2005) 9 SCC 71 [LNIND 2004 SC 1370] . 2.  The Indian Evidence Act, I of 1872, section 105. 3.  Musammat Anandi, ("
IPC_1860,99,"[s 99] Acts against which there is no right of private defence. There is no right of private defence against an act which does not reasonably cause the apprehension of death or of grievous hurt, if done, or attempted to be done, by a public servant acting in good faith under colour of his oﬃce, though that act, may not be strictly justiﬁable by law. There is no right of private defence against an act which does not reasonably cause the apprehension of death or of grievous hurt, if done, or attempted to be done, by the direction of a public servant acting in good faith under colour of his oﬃce, though that direction may not be strictly justiﬁable by law. There is no right of private defence in cases in which there is time to have recourse to the protection of the public authorities. Extent to which the right may be exercised. The right of private defence in no case extends to the inﬂicting of more harm than it is necessary to inﬂict for the purpose of defence. Explanation 1.—A person is not deprived of the right of private defence against an act done, or attempted to be done, by a public servant, as such, unless he knows or has reason to believe, that the person doing the act is suc"
IPC_1860,100,"[s 100] When the right of private defence of the body extends to causing death. The right of private defence of the body extends, under the restrictions mentioned in the last preceding section, to the voluntary causing of death or of any other harm to the assailant, if the offence which occasions the exercise of the right be of any of the descriptions hereinafter enumerated, namely:— First.—Such an assault as may reasonably cause the apprehension that death will otherwise be the consequence of such assault; Secondly.—Such an assault as may reasonably cause the apprehension that grievous hurt will otherwise be the consequence of such assault; Thirdly.—An assault with the intention of committing rape; Fourthly.—An assault with the intention of gratifying unnatural lust; Fifthly.—An assault with the intention of kidnapping or abducting; Sixthly.—An assault with the intention of wrongfully conﬁning a person, under circumstances which may reasonably cause him to apprehend that he will be unable to have recourse to the public authorities for his release. 449.[Seventhly.—An act of throwing or administering acid or an attempt to throw or administer acid which may reasonably cause the appre"
